fact_id,date_key,region_id,category_id,competitor_id,competitor_sales
2804,2021000,6,4,5,6056404.12
2805,2021001,6,4,3,2164173.27
2806,2021001,6,4,4,1648893.92
2807,2021001,6,4,5,1133614.57
2808,2021001,6,4,1,2164173.27
2809,2021002,6,4,4,11459183.56
2810,2021002,6,4,5,10577707.9
2811,2021002,6,4,1,11899921.39
2812,2021002,6,4,2,11018445.73
2813,2021003,6,4,5,1806990.8
2814,2021003,6,4,1,628518.54
2815,2021003,6,4,2,1178472.26
2816,2021003,6,4,3,785648.17
2817,2021004,6,4,1,2143871.94
2818,2021004,6,4,2,4287743.88
2819,2021004,6,4,3,1319305.81
2820,2021004,6,4,4,2968438.07
2821,2021005,6,4,2,1753999.61
2822,2021005,6,4,3,3946499.13
2823,2021005,6,4,4,2630999.42
2824,2021005,6,4,5,3361832.59
2825,2021006,6,4,3,1817792.72
2826,2021006,6,4,4,1211861.82
2827,2021006,6,4,5,4090033.63
2828,2021006,6,4,1,1969275.45
2829,2021007,6,4,4,2865517.15
2830,2021007,6,4,5,3661494.14
2831,2021007,6,4,1,4298275.73
2832,2021007,6,4,2,3343103.34
2833,2021008,6,4,5,335596.1
2834,2021008,6,4,1,436274.93
2835,2021008,6,4,2,302036.49
2836,2021008,6,4,3,335596.1
2837,2021009,6,4,1,2100979.1
2838,2021009,6,4,2,5252447.75
2839,2021009,6,4,3,6040314.91
2840,2021009,6,4,4,6828182.08
2841,2021010,6,4,2,5624327.55
2842,2021010,6,4,3,7940227.13
2843,2021010,6,4,4,4631799.16
2844,2021010,6,4,5,6947698.74
2845,2021011,6,4,3,6689960.83
2846,2021011,6,4,4,6132464.1
2847,2021011,6,4,5,6968709.2
2848,2021011,6,4,1,2508735.31
2849,2021012,6,4,4,3462026.01
2850,2021012,6,4,5,4231365.12
2851,2021012,6,4,1,4616034.67
2852,2021012,6,4,2,7308721.57
2853,2021013,6,4,5,2710291.78
2854,2021013,6,4,1,2710291.78
2855,2021013,6,4,2,1300940.06
2856,2021013,6,4,3,2168233.43
2857,2021014,6,4,1,6332011.84
2858,2021014,6,4,2,4643475.35
2859,2021014,6,4,3,5487743.59
2860,2021014,6,4,4,10553353.07
2861,2021015,6,4,2,4462675.68
2862,2021015,6,4,3,2231337.84
2863,2021015,6,4,4,3042733.42
2864,2021015,6,4,5,5476920.15
2865,2021016,6,4,3,2600448.7
2866,2021016,6,4,4,2848110.48
2867,2021016,6,4,5,990647.12
2868,2021016,6,4,1,3219603.15
2869,2021017,6,4,4,4797538.71
2870,2021017,6,4,5,8795487.63
2871,2021017,6,4,1,5197333.6
2872,2021017,6,4,2,5996923.39
2873,2021018,6,4,5,4742674.88
2874,2021018,6,4,1,2459164.75
2875,2021018,6,4,2,1756546.25
2876,2021018,6,4,3,3161783.26
2877,2021019,6,4,1,4611253.77
2878,2021019,6,4,2,4803389.35
2879,2021019,6,4,3,1921355.74
2880,2021019,6,4,4,4419118.2
2881,2021000,7,4,2,6081932.98
2882,2021000,7,4,3,7602416.23
2883,2021000,7,4,4,3801208.12
2884,2021000,7,4,5,8362657.85
2885,2021001,7,4,3,2508507.06
2886,2021001,7,4,4,2229784.06
2887,2021001,7,4,5,3205314.58
2888,2021001,7,4,1,2229784.06
2889,2021002,7,4,4,3018128.94
2890,2021002,7,4,5,1580924.68
2891,2021002,7,4,1,2155806.38
2892,2021002,7,4,2,3449290.21
2893,2021003,7,4,5,5528024.63
2894,2021003,7,4,1,4053884.73
2895,2021003,7,4,2,5159489.65
2896,2021003,7,4,3,4053884.73
2897,2021004,7,4,1,3784229.62
2898,2021004,7,4,2,8409399.16
2899,2021004,7,4,3,10511748.95
2900,2021004,7,4,4,5045639.49
2901,2021005,7,4,2,2113103.85
2902,2021005,7,4,3,3901114.8
2903,2021005,7,4,4,3576021.9
2904,2021005,7,4,5,3738568.35
2905,2021006,7,4,3,3910766.41
2906,2021006,7,4,4,3389330.89
2907,2021006,7,4,5,4692919.69
2908,2021006,7,4,1,4432201.93
2909,2021007,7,4,4,483999.11
2910,2021007,7,4,5,548532.32
2911,2021007,7,4,1,290399.46
2912,2021007,7,4,2,677598.75
2913,2021008,7,4,5,3394529.69
2914,2021008,7,4,1,7920569.27
2915,2021008,7,4,2,3771699.65
2916,2021008,7,4,3,7920569.27
2917,2021009,7,4,1,5121582.1
2918,2021009,7,4,2,4888782.92
2919,2021009,7,4,3,5587180.48
2920,2021009,7,4,4,3491987.8
2921,2021010,7,4,2,6724353.53
2922,2021010,7,4,3,7030005.96
2923,2021010,7,4,4,3667829.2
2924,2021010,7,4,5,7946963.26
2925,2021011,7,4,3,5149034.05
2926,2021011,7,4,4,5149034.05
2927,2021011,7,4,5,8091339.22
2928,2021011,7,4,1,3677881.46
2929,2021012,7,4,4,1837260.56
2930,2021012,7,4,5,2755890.84
2931,2021012,7,4,1,2388438.73
2932,2021012,7,4,2,
2933,2021013,7,4,5,5706764.64
2934,2021013,7,4,1,6467666.59
2935,2021013,7,4,2,7228568.54
2936,2021013,7,4,3,7228568.54
2937,2021014,7,4,1,7604068.75
2938,2021014,7,4,2,6463458.43
2939,2021014,7,4,3,9505085.93
2940,2021014,7,4,4,5703051.56
2941,2021015,7,4,2,2373248.08
2942,2021015,7,4,3,5010190.4
2943,2021015,7,4,4,4482801.93
2944,2021015,7,4,5,2109553.85
2945,2021016,7,4,3,3652618.0
2946,2021016,7,4,4,2609012.86
2947,2021016,7,4,5,4696223.14
2948,2021016,7,4,1,3652618.0
2949,2021017,7,4,4,5260323.3
2950,2021017,7,4,5,9643926.05
2951,2021017,7,4,1,6575404.12
2952,2021017,7,4,2,9643926.05
2953,2021018,7,4,5,1801734.74
2954,2021018,7,4,1,1940329.72
2955,2021018,7,4,2,2494709.65
2956,2021018,7,4,3,3464874.51
2957,2021019,7,4,1,2272756.03
2958,2021019,7,4,2,1818204.82
2959,2021019,7,4,3,1727294.58
2960,2021019,7,4,4,2090935.54
2961,2021000,8,4,2,2758579.31
2962,2021000,8,4,3,2758579.31
2963,2021000,8,4,4,2298816.09
2964,2021000,8,4,5,6206803.45
2965,2021001,8,4,3,1477989.71
2966,2021001,8,4,4,1806431.87
2967,2021001,8,4,5,2463316.19
2968,2021001,8,4,1,3448642.66
2969,2021002,8,4,4,5540469.83
2970,2021002,8,4,5,5058689.85
2971,2021002,8,4,1,5781359.82
2972,2021002,8,4,2,3854239.88
2973,2021003,8,4,5,3571742.38
2974,2021003,8,4,1,2381161.59
2975,2021003,8,4,2,1785871.19
2976,2021003,8,4,3,3770172.51
2977,2021004,8,4,1,8910615.77
2978,2021004,8,4,2,9653167.08
2979,2021004,8,4,3,5569134.86
2980,2021004,8,4,4,3712756.57
2981,2021005,8,4,2,4503581.46
2982,2021005,8,4,3,5348002.98
2983,2021005,8,4,4,7036846.03
2984,2021005,8,4,5,5629476.83
2985,2021006,8,4,3,989119.83
2986,2021006,8,4,4,1554331.17
2987,2021006,8,4,5,989119.83
2988,2021006,8,4,1,1413028.33
2989,2021007,8,4,4,3270186.09
2990,2021007,8,4,5,2641304.15
2991,2021007,8,4,1,1006211.1
2992,2021007,8,4,2,1006211.1
2993,2021008,8,4,5,6949985.62
2994,2021008,8,4,1,9990604.33
2995,2021008,8,4,2,11293726.63
2996,2021008,8,4,3,3909366.91
2997,2021009,8,4,1,4367943.14
2998,2021009,8,4,2,3908159.65
2999,2021009,8,4,3,4597834.88
3000,2021009,8,4,4,4597834.88
3001,2021010,8,4,2,7228085.69
3002,2021010,8,4,3,8485144.07
3003,2021010,8,4,4,8170879.48
3004,2021010,8,4,5,4713968.93
3005,2021011,8,4,3,1420223.05
3006,2021011,8,4,4,1065167.28
3007,2021011,8,4,5,2248686.49
3008,2021011,8,4,1,1656926.89
3009,2021012,8,4,4,3321598.72
3010,2021012,8,4,5,9226663.1
3011,2021012,8,4,1,5535997.86
3012,2021012,8,4,2,3321598.72
3013,2021013,8,4,5,4507748.93
3014,2021013,8,4,1,4311759.84
3015,2021013,8,4,2,2351869.01
3016,2021013,8,4,3,2547858.09
3017,2021014,8,4,1,4402259.34
3018,2021014,8,4,2,3253843.86
3019,2021014,8,4,3,3828051.6
3020,2021014,8,4,4,4210856.76
3021,2021015,8,4,2,5159757.78
3022,2021015,8,4,3,2837866.78
3023,2021015,8,4,4,2579878.89
3024,2021015,8,4,5,3869818.33
3025,2021016,8,4,3,3326492.34
3026,2021016,8,4,4,6237173.13
3027,2021016,8,4,5,7900419.3
3028,2021016,8,4,1,4158115.42
3029,2021017,8,4,4,2172422.49
3030,2021017,8,4,5,2172422.49
3031,2021017,8,4,1,2948287.67
3032,2021017,8,4,2,1551730.35
3033,2021018,8,4,5,5312927.7
3034,2021018,8,4,1,5795921.13
3035,2021018,8,4,2,8210888.26
3036,2021018,8,4,3,12074835.68
3037,2021019,8,4,1,8584201.22
3038,2021019,8,4,2,5722800.81
3039,2021019,8,4,3,4087714.87
3040,2021019,8,4,4,3678943.38
3041,2021000,9,4,2,4525883.54
3042,2021000,9,4,3,2361330.54
3043,2021000,9,4,4,3541995.81
3044,2021000,9,4,5,4525883.54
3045,2021001,9,4,3,2942970.88
3046,2021001,9,4,4,3289202.74
3047,2021001,9,4,5,3116086.81
3048,2021001,9,4,1,2250507.14
3049,2021002,9,4,4,917352.37
3050,2021002,9,4,5,726237.29
3051,2021002,9,4,1,420453.17
3052,2021002,9,4,2,458676.19
3053,2021003,9,4,5,1331587.34
3054,2021003,9,4,1,1611921.52
3055,2021003,9,4,2,1752088.61
3056,2021003,9,4,3,560668.35
3057,2021004,9,4,1,675890.71
3058,2021004,9,4,2,619566.49
3059,2021004,9,4,3,366107.47
3060,2021004,9,4,4,506918.04
3061,2021005,9,4,2,804445.93
3062,2021005,9,4,3,454686.83
3063,2021005,9,4,4,664542.29
3064,2021005,9,4,5,804445.93
3065,2021006,9,4,3,582961.86
3066,2021006,9,4,4,1107627.53
3067,2021006,9,4,5,1049331.35
3068,2021006,9,4,1,1573997.02
3069,2021007,9,4,4,829683.91
3070,2021007,9,4,5,829683.91
3071,2021007,9,4,1,829683.91
3072,2021007,9,4,2,1481578.4
3073,2021008,9,4,5,1566342.6
3074,2021008,9,4,1,3828837.47
3075,2021008,9,4,2,3480761.34
3076,2021008,9,4,3,1914418.74
3077,2021009,9,4,1,1844837.02
3078,2021009,9,4,2,2459782.69
3079,2021009,9,4,3,1721847.88
3080,2021009,9,4,4,3197717.5
3081,2021010,9,4,2,3863704.63
3082,2021010,9,4,3,3161212.88
3083,2021010,9,4,4,4566196.38
3084,2021010,9,4,5,5971179.88
3085,2021011,9,4,3,4222966.95
3086,2021011,9,4,4,6001058.3
3087,2021011,9,4,5,4667489.79
3088,2021011,9,4,1,4889751.21
3089,2021012,9,4,4,5553350.06
3090,2021012,9,4,5,5090570.89
3091,2021012,9,4,1,4859181.3
3092,2021012,9,4,2,4396402.13
3093,2021013,9,4,5,4686622.12
3094,2021013,9,4,1,3222052.71
3095,2021013,9,4,2,5858277.65
3096,2021013,9,4,3,3807880.47
3097,2021014,9,4,1,5070296.99
3098,2021014,9,4,2,2323886.12
3099,2021014,9,4,3,2746410.87
3100,2021014,9,4,4,4647772.24
3101,2021015,9,4,2,2069318.94
3102,2021015,9,4,3,1787139.08
3103,2021015,9,4,4,1128719.42
3104,2021015,9,4,5,1504959.23
3105,2021016,9,4,3,5356514.86
3106,2021016,9,4,4,3101140.18
3107,2021016,9,4,5,2537296.51
3108,2021016,9,4,1,3383062.01
3109,2021017,9,4,4,1204429.8
3110,2021017,9,4,5,1945617.37
3111,2021017,9,4,1,833836.01
3112,2021017,9,4,2,833836.01
3113,2021018,9,4,5,10744060.12
3114,2021018,9,4,1,7024962.39
3115,2021018,9,4,2,3719097.73
3116,2021018,9,4,3,4545563.9
3117,2021019,9,4,1,1311470.49
3118,2021019,9,4,2,1124117.57
3119,2021019,9,4,3,1686176.35
3120,2021019,9,4,4,811862.69
3121,2021000,10,4,2,1816867.07
3122,2021000,10,4,3,2826237.66
3123,2021000,10,4,4,1816867.07
3124,2021000,10,4,5,3028111.78
3125,2021001,10,4,3,1627291.59
3126,2021001,10,4,4,2127996.69
3127,2021001,10,4,5,2879054.35
3128,2021001,10,4,1,2503525.52
3129,2021002,10,4,4,3574600.46
3130,2021002,10,4,5,3574600.46
3131,2021002,10,4,1,4062045.98
3132,2021002,10,4,2,3412118.62
3133,2021003,10,4,5,5334915.31
3134,2021003,10,4,1,4668050.89
3135,2021003,10,4,2,1778305.1
3136,2021003,10,4,3,4445762.76
3137,2021004,10,4,1,1924131.19
3138,2021004,10,4,2,1710338.84
3139,2021004,10,4,3,5131016.51
3140,2021004,10,4,4,4275847.09
3141,2021005,10,4,2,7059190.11
3142,2021005,10,4,3,2614514.86
3143,2021005,10,4,4,6013384.17
3144,2021005,10,4,5,5751932.69
3145,2021006,10,4,3,8813446.38
3146,2021006,10,4,4,8412835.18
3147,2021006,10,4,5,4807334.39
3148,2021006,10,4,1,6409779.18
3149,2021007,10,4,4,4100811.46
3150,2021007,10,4,5,3645165.75
3151,2021007,10,4,1,4556457.18
3152,2021007,10,4,2,9112914.37
3153,2021008,10,4,5,5146352.8
3154,2021008,10,4,1,3716810.35
3155,2021008,10,4,2,4574535.82
3156,2021008,10,4,3,6004078.26
3157,2021009,10,4,1,1253472.27
3158,2021009,10,4,2,1065451.43
3159,2021009,10,4,3,1128125.04
3160,2021009,10,4,4,1692187.57
3161,2021010,10,4,2,7526537.48
3162,2021010,10,4,3,5017691.65
3163,2021010,10,4,4,5376098.2
3164,2021010,10,4,5,5017691.65
3165,2021011,10,4,3,10204482.7
3166,2021011,10,4,4,4898151.7
3167,2021011,10,4,5,4489972.39
3168,2021011,10,4,1,9388124.09
3169,2021012,10,4,4,928725.33
3170,2021012,10,4,5,1764578.13
3171,2021012,10,4,1,1578833.06
3172,2021012,10,4,2,1393088.0
3173,2021013,10,4,5,13496035.07
3174,2021013,10,4,1,15183039.46
3175,2021013,10,4,2,6185682.74
3176,2021013,10,4,3,13496035.07
3177,2021014,10,4,1,3590675.59
3178,2021014,10,4,2,3168243.17
3179,2021014,10,4,3,2534594.54
3180,2021014,10,4,4,2112162.11
3181,2021015,10,4,2,2233528.65
3182,2021015,10,4,3,1518799.48
3183,2021015,10,4,4,893411.46
3184,2021015,10,4,5,714729.17
3185,2021016,10,4,3,6889760.37
3186,2021016,10,4,4,6430443.01
3187,2021016,10,4,5,8267712.44
3188,2021016,10,4,1,7808395.08
3189,2021017,10,4,4,874553.52
3190,2021017,10,4,5,1263243.97
3191,2021017,10,4,1,1749107.04
3192,2021017,10,4,2,2429315.33
3193,2021018,10,4,5,3045640.95
3194,2021018,10,4,1,1522820.47
3195,2021018,10,4,2,2768764.5
3196,2021018,10,4,3,2630326.27
3197,2021019,10,4,1,3131174.61
3198,2021019,10,4,2,7045142.86
3199,2021019,10,4,3,2870243.39
3200,2021019,10,4,4,3131174.61
3201,2021000,1,5,2,2952251.31
3202,2021000,1,5,3,2029672.78
3203,2021000,1,5,4,2214188.48
3204,2021000,1,5,5,4612892.68
3205,2021001,1,5,3,2021918.73
3206,2021001,1,5,4,3285617.93
3207,2021001,1,5,5,2527398.41
3208,2021001,1,5,1,4549317.13
3209,2021002,1,5,4,5477097.74
3210,2021002,1,5,5,6259540.28
3211,2021002,1,5,1,2868955.96
3212,2021002,1,5,2,3390584.32
3213,2021003,1,5,5,1249827.04
3214,2021003,1,5,1,1083183.44
3215,2021003,1,5,2,1833079.66
3216,2021003,1,5,3,1083183.44
3217,2021004,1,5,1,7396338.53
3218,2021004,1,5,2,5547253.89
3219,2021004,1,5,3,6471796.21
3220,2021004,1,5,4,4314530.81
3221,2021005,1,5,2,3035106.25
3222,2021005,1,5,3,3324163.99
3223,2021005,1,5,4,1156230.95
3224,2021005,1,5,5,1445288.69
3225,2021006,1,5,3,5518002.37
3226,2021006,1,5,4,2904211.77
3227,2021006,1,5,5,6970108.25
3228,2021006,1,5,1,3194632.95
3229,2021007,1,5,4,9502330.05
3230,2021007,1,5,5,10741764.4
3231,2021007,1,5,1,7436606.13
3232,2021007,1,5,2,9502330.05
3233,2021008,1,5,5,603067.2
3234,2021008,1,5,1,1507668.0
3235,2021008,1,5,2,979984.2
3236,2021008,1,5,3,1959968.39
3237,2021009,1,5,1,2125834.99
3238,2021009,1,5,2,6643234.34
3239,2021009,1,5,3,6111775.59
3240,2021009,1,5,4,6908963.71
3241,2021010,1,5,2,9433680.21
3242,2021010,1,5,3,6893843.23
3243,2021010,1,5,4,5805341.67
3244,2021010,1,5,5,7619510.94
3245,2021011,1,5,3,1195228.18
3246,2021011,1,5,4,876500.67
3247,2021011,1,5,5,876500.67
3248,2021011,1,5,1,876500.67
3249,2021012,1,5,4,6885487.31
3250,2021012,1,5,5,10328230.97
3251,2021012,1,5,1,4918205.22
3252,2021012,1,5,2,6885487.31
3253,2021013,1,5,5,5154865.37
3254,2021013,1,5,1,10706258.85
3255,2021013,1,5,2,4361809.16
3256,2021013,1,5,3,3172224.84
3257,2021014,1,5,1,11160159.98
3258,2021014,1,5,2,11160159.98
3259,2021014,1,5,3,12130608.67
3260,2021014,1,5,4,11160159.98
3261,2021015,1,5,2,1204332.11
3262,2021015,1,5,3,1204332.11
3263,2021015,1,5,4,1204332.11
3264,2021015,1,5,5,1471961.46
3265,2021016,1,5,3,673983.92
3266,2021016,1,5,4,898645.22
3267,2021016,1,5,5,1273080.73
3268,2021016,1,5,1,1947064.65
3269,2021017,1,5,4,5429055.68
3270,2021017,1,5,5,4151630.81
3271,2021017,1,5,1,7983905.41
3272,2021017,1,5,2,7345192.98
3273,2021018,1,5,5,649712.81
3274,2021018,1,5,1,1371615.94
3275,2021018,1,5,2,794093.44
3276,2021018,1,5,3,1010664.38
3277,2021019,1,5,1,7155413.26
3278,2021019,1,5,2,8497053.25
3279,2021019,1,5,3,6260986.61
3280,2021019,1,5,4,5366559.95
3281,2021000,2,5,2,670524.58
3282,2021000,2,5,3,968535.51
3283,2021000,2,5,4,298010.92
3284,2021000,2,5,5,968535.51
3285,2021001,2,5,3,1230281.97
3286,2021001,2,5,4,1062516.25
3287,2021001,2,5,5,1509891.51
3288,2021001,2,5,1,1174360.07
3289,2021002,2,5,4,1719175.81
3290,2021002,2,5,5,1953608.87
3291,2021002,2,5,1,1015876.61
3292,2021002,2,5,2,1094020.97
3293,2021003,2,5,5,2854875.58
3294,2021003,2,5,1,2404105.75
3295,2021003,2,5,2,2253849.14
3296,2021003,2,5,3,1953335.92
3297,2021004,2,5,1,3060617.75
3298,2021004,2,5,2,2001173.14
3299,2021004,2,5,3,941728.54
3300,2021004,2,5,4,1294876.74
3301,2021005,2,5,2,8098983.55
3302,2021005,2,5,3,8098983.55
3303,2021005,2,5,4,4627990.6
3304,2021005,2,5,5,10412978.84
3305,2021006,2,5,3,1535768.23
3306,2021006,2,5,4,1023845.49
3307,2021006,2,5,5,1194486.4
3308,2021006,2,5,1,853204.57
3309,2021007,2,5,4,1578292.08
3310,2021007,2,5,5,3730508.55
3311,2021007,2,5,1,3587027.45
3312,2021007,2,5,2,3873989.64
3313,2021008,2,5,5,4159861.72
3314,2021008,2,5,1,3403523.23
3315,2021008,2,5,2,3025353.98
3316,2021008,2,5,3,4916200.22
3317,2021009,2,5,1,5187321.49
3318,2021009,2,5,2,4446275.56
3319,2021009,2,5,3,2964183.71
3320,2021009,2,5,4,2470153.09
3321,2021010,2,5,2,4613634.31
3322,2021010,2,5,3,4885024.56
3323,2021010,2,5,4,6513366.08
3324,2021010,2,5,5,2171122.03
3325,2021011,2,5,3,1631508.4
3326,2021011,2,5,4,2243324.05
3327,2021011,2,5,5,3874832.45
3328,2021011,2,5,1,5098463.75
3329,2021012,2,5,4,2635233.96
3330,2021012,2,5,5,1916533.79
3331,2021012,2,5,1,5030901.19
3332,2021012,2,5,2,3353934.13
3333,2021013,2,5,5,10468827.76
3334,2021013,2,5,1,4282702.26
3335,2021013,2,5,2,10944683.57
3336,2021013,2,5,3,6186125.49
3337,2021014,2,5,1,3501115.59
3338,2021014,2,5,2,2188197.24
3339,2021014,2,5,3,3063476.14
3340,2021014,2,5,4,5689312.83
3341,2021015,2,5,2,8166477.87
3342,2021015,2,5,3,6124858.4
3343,2021015,2,5,4,6124858.4
3344,2021015,2,5,5,10616421.23
3345,2021016,2,5,3,3818307.24
3346,2021016,2,5,4,4009222.6
3347,2021016,2,5,5,3818307.24
3348,2021016,2,5,1,2481899.71
3349,2021017,2,5,4,1013331.31
3350,2021017,2,5,5,450369.47
3351,2021017,2,5,1,1182219.87
3352,2021017,2,5,2,1238516.05
3353,2021018,2,5,5,7680132.17
3354,2021018,2,5,1,9701219.58
3355,2021018,2,5,2,4446392.31
3356,2021018,2,5,3,10105437.06
3357,2021019,2,5,1,668597.18
3358,2021019,2,5,2,1061889.64
3359,2021019,2,5,3,747255.67
3360,2021019,2,5,4,747255.67
3361,2021000,3,5,2,3502669.61
3362,2021000,3,5,3,7005339.22
3363,2021000,3,5,4,4670226.14
3364,2021000,3,5,5,7589117.48
3365,2021001,3,5,3,3126096.23
3366,2021001,3,5,4,2214318.16
3367,2021001,3,5,5,1823556.14
3368,2021001,3,5,1,1042032.08
3369,2021002,3,5,4,7969668.21
3370,2021002,3,5,5,5433864.69
3371,2021002,3,5,1,3622576.46
3372,2021002,3,5,2,3984834.1
3373,2021003,3,5,5,7054102.58
3374,2021003,3,5,1,7054102.58
3375,2021003,3,5,2,5078953.86
3376,2021003,3,5,3,6207610.27
3377,2021004,3,5,1,8511547.3
3378,2021004,3,5,2,7771412.75
3379,2021004,3,5,3,8881614.57
3380,2021004,3,5,4,8141480.03
3381,2021005,3,5,2,1059228.84
3382,2021005,3,5,3,1765381.39
3383,2021005,3,5,4,706152.56
3384,2021005,3,5,5,988613.58
3385,2021006,3,5,3,4997537.29
3386,2021006,3,5,4,7329721.36
3387,2021006,3,5,5,6663383.05
3388,2021006,3,5,1,2998522.37
3389,2021007,3,5,4,439166.66
3390,2021007,3,5,5,368899.99
3391,2021007,3,5,1,386466.66
3392,2021007,3,5,2,158100.0
3393,2021008,3,5,5,4624953.28
3394,2021008,3,5,1,7115312.74
3395,2021008,3,5,2,3557656.37
3396,2021008,3,5,3,4980718.92
3397,2021009,3,5,1,5990712.81
3398,2021009,3,5,2,7373185.0
3399,2021009,3,5,3,8755657.18
3400,2021009,3,5,4,8294833.12
3401,2021010,3,5,2,376693.9
3402,2021010,3,5,3,588584.22
3403,2021010,3,5,4,188346.95
3404,2021010,3,5,5,588584.22
3405,2021011,3,5,3,7615006.36
3406,2021011,3,5,4,3959803.31
3407,2021011,3,5,5,4264403.56
3408,2021011,3,5,1,7005805.85
3409,2021012,3,5,4,12282374.12
3410,2021012,3,5,5,6141187.06
3411,2021012,3,5,1,6652952.65
3412,2021012,3,5,2,11770608.53
3413,2021013,3,5,5,1089607.12
3414,2021013,3,5,1,3541223.15
3415,2021013,3,5,2,2315415.14
3416,2021013,3,5,3,1498209.79
3417,2021014,3,5,1,1257688.3
3418,2021014,3,5,2,1701578.29
3419,2021014,3,5,3,1997504.94
3420,2021014,3,5,4,1997504.94
3421,2021015,3,5,2,5026371.99
3422,2021015,3,5,3,5445236.32
3423,2021015,3,5,4,3979211.16
3424,2021015,3,5,5,2932050.33
3425,2021016,3,5,3,4650021.63
3426,2021016,3,5,4,2325010.81
3427,2021016,3,5,5,4471174.64
3428,2021016,3,5,1,1609622.87
3429,2021017,3,5,4,8465894.73
3430,2021017,3,5,5,3762619.88
3431,2021017,3,5,1,5173602.33
3432,2021017,3,5,2,7525239.76
3433,2021018,3,5,5,1380005.35
3434,2021018,3,5,1,1265004.9
3435,2021018,3,5,2,2185008.47
3436,2021018,3,5,3,1035004.01
3437,2021019,3,5,1,7945653.07
3438,2021019,3,5,2,11477054.44
3439,2021019,3,5,3,5297102.05
3440,2021019,3,5,4,3972826.54
3441,2021000,4,5,2,9412767.08
3442,2021000,4,5,3,9412767.08
3443,2021000,4,5,4,6400681.61
3444,2021000,4,5,5,9789277.76
3445,2021001,4,5,3,3980996.73
3446,2021001,4,5,4,9156292.48
3447,2021001,4,5,5,3980996.73
3448,2021001,4,5,1,6767694.44
3449,2021002,4,5,4,376285.12
3450,2021002,4,5,5,413913.63
3451,2021002,4,5,1,206956.82
3452,2021002,4,5,2,188142.56
3453,2021003,4,5,5,3648666.61
3454,2021003,4,5,1,3420624.95
3455,2021003,4,5,2,2508458.29
3456,2021003,4,5,3,4104749.93
3457,2021004,4,5,1,1160112.85
3458,2021004,4,5,2,2668259.55
3459,2021004,4,5,3,2668259.55
3460,2021004,4,5,4,2088203.12
3461,2021005,4,5,2,1429691.93
3462,2021005,4,5,3,4825210.27
3463,2021005,4,5,4,3574229.83
3464,2021005,4,5,5,3931652.81
3465,2021006,4,5,3,4018665.34
3466,2021006,4,5,4,5274498.25
3467,2021006,4,5,5,3265165.59
3468,2021006,4,5,1,6027998.0
3469,2021007,4,5,4,525154.12
3470,2021007,4,5,5,787731.18
3471,2021007,4,5,1,1575462.37
3472,2021007,4,5,2,1641106.64
3473,2021008,4,5,5,4209864.07
3474,2021008,4,5,1,6123438.65
3475,2021008,4,5,2,9567872.89
3476,2021008,4,5,3,8802443.06
3477,2021009,4,5,1,634144.53
3478,2021009,4,5,2,824387.89
3479,2021009,4,5,3,1458532.41
3480,2021009,4,5,4,887802.34
3481,2021010,4,5,2,4295779.77
3482,2021010,4,5,3,4136676.81
3483,2021010,4,5,4,4295779.77
3484,2021010,4,5,5,3182059.09
3485,2021011,4,5,3,4710770.24
3486,2021011,4,5,4,2747949.31
3487,2021011,4,5,5,2944231.4
3488,2021011,4,5,1,1766538.84
3489,2021012,4,5,4,6334483.51
3490,2021012,4,5,5,6334483.51
3491,2021012,4,5,1,6081104.17
3492,2021012,4,5,2,3293931.43
3493,2021013,4,5,5,549296.52
3494,2021013,4,5,1,491475.83
3495,2021013,4,5,2,404744.8
3496,2021013,4,5,3,260193.09
3497,2021014,4,5,1,6560986.77
3498,2021014,4,5,2,7131507.36
3499,2021014,4,5,3,7702027.95
3500,2021014,4,5,4,2852602.94
3501,2021015,4,5,2,5280064.1
3502,2021015,4,5,3,4693390.31
3503,2021015,4,5,4,7626759.25
3504,2021015,4,5,5,4986727.2
3505,2021016,4,5,3,3626015.85
3506,2021016,4,5,4,4285291.46
3507,2021016,4,5,5,2637102.43
3508,2021016,4,5,1,6263118.28
3509,2021017,4,5,4,1030938.84
3510,2021017,4,5,5,1546408.26
3511,2021017,4,5,1,1288673.55
3512,2021017,4,5,2,1546408.26
3513,2021018,4,5,5,8328782.33
3514,2021018,4,5,1,4707572.62
3515,2021018,4,5,2,4707572.62
3516,2021018,4,5,3,9415145.24
3517,2021019,4,5,1,4726748.99
3518,2021019,4,5,2,5672098.79
3519,2021019,4,5,3,5199423.89
3520,2021019,4,5,4,11344197.58
3521,2021000,5,5,2,2778645.71
3522,2021000,5,5,3,5001562.27
3523,2021000,5,5,4,3149131.8
3524,2021000,5,5,5,2778645.71
3525,2021001,5,5,3,5306168.32
3526,2021001,5,5,4,8979669.46
3527,2021001,5,5,5,5306168.32
3528,2021001,5,5,1,8979669.46
3529,2021002,5,5,4,1063197.24
3530,2021002,5,5,5,2037794.72
3531,2021002,5,5,1,1063197.24
3532,2021002,5,5,2,885997.7
3533,2021003,5,5,5,3529944.24
3534,2021003,5,5,1,6000905.2
3535,2021003,5,5,2,7765877.32
3536,2021003,5,5,3,7059888.48
3537,2021004,5,5,1,12766905.65
3538,2021004,5,5,2,10402663.86
3539,2021004,5,5,3,11348360.58
3540,2021004,5,5,4,6619877.0
3541,2021005,5,5,2,8777370.81
3542,2021005,5,5,3,9143094.6
